# Tempo	Potencial
4167	95.0747
4168	92.1277
4169	96.3677
4170	100.628
4171	101.067
4172	100.228
4173	100.78
4174	99.8897
4175	96.7706
4176	99.4027
4177	98.5875
4178	100.405
4179	101.626
4180	102.052
4181	99.9829
4182	99.761
4183	96.5241
4184	97.5625
4185	96.9109
4186	96.9108
4187	99.1829
4188	101.877
4189	98.8342
4190	95.6855
4191	97.3831
4192	97.97
4193	99.0444
4194	99.6627
4195	100.172
4196	99.4896
4197	95.7578
4198	95.3338
4199	97.3216
4200	98.0803
4201	92.8626
4202	89.0354
4203	91.391
4204	94.3556
4205	93.6314
4206	98.899
4207	97.2099
4208	96.0583
4209	95.8877
4210	97.3903
4211	96.6541
4212	100.554
4213	100.619
4214	99.044
4215	95.5001
4216	93.4507
4217	95.4965
4218	95.6519
4219	95.7364
4220	95.0541
4221	93.4674
4222	92.0523
4223	93.2455
4224	95.6368
4225	100.219
4226	99.7957
4227	99.5647
4228	97.8859
4229	95.3834
4230	94.9772
4231	94.4773
4232	92.8049
4233	96.3077
4234	99.1438
4235	101.455
4236	98.5026
4237	96.2647
4238	94.3839
4239	96.1662
4240	95.0569
4241	95.8807
4242	97.3953
4243	94.6431
4244	93.8568
4245	94.318
4246	92.4727
4247	94.2625
4248	91.2137
4249	88.068
4250	87.5012
4251	92.8917
4252	92.3701
4253	90.5079
4254	92.1686
4255	93.0032
4256	92.7603
4257	89.2864
4258	89.3277
4259	86.9723
4260	80.9621
4261	79.0717
4262	74.8359
4263	72.6013
4264	73.3899
4265	71.4413
4266	73.2585
4267	72.569
4268	75.7452
4269	79.6401
4270	80.9536
4271	82.3647
4272	76.2668
4273	78.2741
4274	79.7921
4275	79.7799
4276	82.7802
4277	81.8138
4278	85.6307
4279	87.7263
4280	86.9182
4281	85.4051
4282	86.195
4283	89.2408
4284	90.7347
4285	86.1436
4286	85.9926
4287	87.3019
4288	93.4032
4289	94.0792
4290	93.046
4291	94.6082
4292	92.4598
4293	95.5082
4294	95.5867
4295	95.5236
4296	93.5911
4297	91.5839
4298	90.5141
4299	89.6703
4300	89.1173
4301	87.3081
4302	85.1619
4303	83.2505
4304	85.2198
4305	83.991
4306	80.7463
4307	77.5919
4308	76.5844
4309	79.355
4310	84.7694
4311	79.7885
4312	81.3973
4313	80.2664
4314	83.5337
4315	80.835
4316	75.7571
4317	77.2474
4318	74.8497
4319	74.9388
4320	78.0441
4321	74.9853
4322	76.9456
4323	81.6182
4324	84.3046
4325	85.1758
4326	84.3313
4327	84.1204
4328	83.7096
4329	82.4265
4330	81.3489
4331	80.3983
4332	81.4329
4333	82.8742
4334	88.095
4335	89.3335
4336	85.3343
4337	85.2347
4338	88.7476
4339	85.1821
4340	80.6626
4341	85.9112
4342	90.4763
4343	91.3424
4344	93.8253
4345	99.2988
4346	98.4336
4347	94.7763
4348	93.7552
4349	92.3532
4350	94.4106
4351	89.2816
4352	88.5492
4353	90.8756
4354	91.6353
4355	93.5616
4356	96.712
4357	98.9904
4358	99.1225
4359	98.9485
4360	98.1852
4361	101.124
4362	100.486
4363	99.3728
4364	97.3393
4365	96.7102
4366	93.7481
4367	92.5149
4368	90.8302
