# x	Phi
516.4	0.981365
516.6	0.981414
516.8	0.981463
517	0.981512
517.2	0.98156
517.4	0.981608
517.6	0.981657
517.8	0.981705
518	0.981753
518.2	0.981801
518.4	0.981848
518.6	0.981896
518.8	0.981944
519	0.981991
519.2	0.982038
519.4	0.982085
519.6	0.982132
519.8	0.982179
520	0.982226
520.2	0.982273
520.4	0.982319
520.6	0.982366
520.8	0.982412
521	0.982458
521.2	0.982504
521.4	0.98255
521.6	0.982596
521.8	0.982642
522	0.982687
522.2	0.982733
522.4	0.982778
522.6	0.982823
522.8	0.982868
523	0.982913
523.2	0.982958
523.4	0.983003
523.6	0.983048
523.8	0.983092
524	0.983136
524.2	0.983181
524.4	0.983225
524.6	0.983269
524.8	0.983313
525	0.983357
525.2	0.983401
525.4	0.983444
525.6	0.983488
525.8	0.983531
526	0.983574
526.2	0.983618
526.4	0.983661
526.6	0.983704
526.8	0.983746
527	0.983789
527.2	0.983832
527.4	0.983874
527.6	0.983917
527.8	0.983959
528	0.984001
528.2	0.984043
528.4	0.984085
528.6	0.984127
528.8	0.984169
529	0.98421
529.2	0.984252
529.4	0.984293
529.6	0.984335
529.8	0.984376
530	0.984417
530.2	0.984458
530.4	0.984499
530.6	0.98454
530.8	0.98458
531	0.984621
531.2	0.984661
531.4	0.984702
531.6	0.984742
531.8	0.984782
532	0.984822
532.2	0.984862
532.4	0.984902
532.6	0.984942
532.8	0.984981
533	0.985021
533.2	0.98506
533.4	0.985099
533.6	0.985139
533.8	0.985178
534	0.985217
534.2	0.985256
534.4	0.985295
534.6	0.985333
534.8	0.985372
535	0.98541
535.2	0.985449
535.4	0.985487
535.6	0.985525
535.8	0.985564
536	0.985602
536.2	0.985639
536.4	0.985677
536.6	0.985715
536.8	0.985753
537	0.98579
537.2	0.985828
537.4	0.985865
537.6	0.985902
537.8	0.985939
538	0.985976
538.2	0.986013
538.4	0.98605
538.6	0.986087
538.8	0.986124
539	0.98616
539.2	0.986197
539.4	0.986233
539.6	0.986269
539.8	0.986305
540	0.986342
540.2	0.986378
540.4	0.986413
540.6	0.986449
540.8	0.986485
541	0.986521
541.2	0.986556
541.4	0.986592
541.6	0.986627
541.8	0.986662
542	0.986697
542.2	0.986732
542.4	0.986767
542.6	0.986802
542.8	0.986837
543	0.986872
543.2	0.986906
543.4	0.986941
543.6	0.986975
543.8	0.98701
544	0.987044
544.2	0.987078
544.4	0.987112
544.6	0.987146
544.8	0.98718
545	0.987214
545.2	0.987248
545.4	0.987281
545.6	0.987315
545.8	0.987348
546	0.987382
546.2	0.987415
546.4	0.987448
546.6	0.987481
546.8	0.987514
547	0.987547
547.2	0.98758
547.4	0.987613
547.6	0.987646
547.8	0.987678
548	0.987711
548.2	0.987743
548.4	0.987776
548.6	0.987808
548.8	0.98784
549	0.987872
549.2	0.987904
549.4	0.987936
549.6	0.987968
549.8	0.988
550	0.988031
550.2	0.988063
550.4	0.988094
550.6	0.988126
550.8	0.988157
551	0.988188
551.2	0.98822
551.4	0.988251
551.6	0.988282
551.8	0.988313
552	0.988344
552.2	0.988374
552.4	0.988405
552.6	0.988436
552.8	0.988466
553	0.988497
553.2	0.988527
553.4	0.988557
553.6	0.988588
553.8	0.988618
554	0.988648
554.2	0.988678
554.4	0.988708
554.6	0.988738
554.8	0.988767
555	0.988797
555.2	0.988827
555.4	0.988856
555.6	0.988886
555.8	0.988915
556	0.988944
556.2	0.988973
556.4	0.989003
556.6	0.989032
556.8	0.989061
557	0.98909
557.2	0.989118
557.4	0.989147
557.6	0.989176
557.8	0.989204
558	0.989233
558.2	0.989261
558.4	0.98929
558.6	0.989318
558.8	0.989346
559	0.989375
559.2	0.989403
559.4	0.989431
559.6	0.989459
559.8	0.989486
560	0.989514
560.2	0.989542
560.4	0.98957
560.6	0.989597
560.8	0.989625
561	0.989652
561.2	0.98968
561.4	0.989707
561.6	0.989734
561.8	0.989761
562	0.989788
562.2	0.989815
562.4	0.989842
562.6	0.989869
562.8	0.989896
563	0.989923
563.2	0.989949
563.4	0.989976
563.6	0.990002
563.8	0.990029
564	0.990055
564.2	0.990082
564.4	0.990108
564.6	0.990134
564.8	0.99016
565	0.990186
565.2	0.990212
565.4	0.990238
565.6	0.990264
565.8	0.99029
566	0.990315
566.2	0.990341
566.4	0.990366
566.6	0.990392
566.8	0.990417
567	0.990443
567.2	0.990468
567.4	0.990493
567.6	0.990518
567.8	0.990543
568	0.990568
568.2	0.990593
568.4	0.990618
568.6	0.990643
568.8	0.990668
569	0.990693
569.2	0.990717
569.4	0.990742
569.6	0.990766
569.8	0.990791
570	0.990815
570.2	0.99084
570.4	0.990864
570.6	0.990888
570.8	0.990912
571	0.990936
571.2	0.99096
571.4	0.990984
571.6	0.991008
571.8	0.991032
572	0.991056
572.2	0.991079
572.4	0.991103
572.6	0.991126
572.8	0.99115
573	0.991173
573.2	0.991197
573.4	0.99122
573.6	0.991243
573.8	0.991266
574	0.99129
574.2	0.991313
574.4	0.991336
574.6	0.991359
574.8	0.991382
575	0.991404
575.2	0.991427
575.4	0.99145
575.6	0.991473
575.8	0.991495
576	0.991518
576.2	0.99154
576.4	0.991563
576.6	0.991585
576.8	0.991607
577	0.991629
577.2	0.991652
577.4	0.991674
577.6	0.991696
577.8	0.991718
578	0.99174
578.2	0.991762
578.4	0.991783
578.6	0.991805
578.8	0.991827
579	0.991849
579.2	0.99187
579.4	0.991892
579.6	0.991913
579.8	0.991935
580	0.991956
580.2	0.991977
580.4	0.991999
580.6	0.99202
580.8	0.992041
581	0.992062
581.2	0.992083
581.4	0.992104
581.6	0.992125
581.8	0.992146
582	0.992167
582.2	0.992188
582.4	0.992208
582.6	0.992229
582.8	0.992249
583	0.99227
583.2	0.992291
583.4	0.992311
583.6	0.992331
583.8	0.992352
584	0.992372
584.2	0.992392
584.4	0.992412
584.6	0.992433
584.8	0.992453
585	0.992473
585.2	0.992493
585.4	0.992512
585.6	0.992532
585.8	0.992552
586	0.992572
586.2	0.992592
586.4	0.992611
586.6	0.992631
586.8	0.99265
587	0.99267
587.2	0.992689
587.4	0.992709
587.6	0.992728
587.8	0.992747
588	0.992767
588.2	0.992786
588.4	0.992805
588.6	0.992824
588.8	0.992843
589	0.992862
589.2	0.992881
589.4	0.9929
589.6	0.992919
589.8	0.992937
590	0.992956
590.2	0.992975
590.4	0.992994
590.6	0.993012
590.8	0.993031
591	0.993049
591.2	0.993068
591.4	0.993086
591.6	0.993104
591.8	0.993123
592	0.993141
592.2	0.993159
592.4	0.993177
592.6	0.993195
592.8	0.993213
593	0.993231
593.2	0.993249
593.4	0.993267
593.6	0.993285
593.8	0.993303
594	0.993321
594.2	0.993338
594.4	0.993356
594.6	0.993374
594.8	0.993391
595	0.993409
595.2	0.993426
595.4	0.993444
595.6	0.993461
595.8	0.993479
596	0.993496
596.2	0.993513
596.4	0.99353
596.6	0.993548
596.8	0.993565
597	0.993582
597.2	0.993599
597.4	0.993616
597.6	0.993633
597.8	0.99365
598	0.993667
598.2	0.993683
598.4	0.9937
598.6	0.993717
598.8	0.993734
599	0.99375
599.2	0.993767
599.4	0.993783
599.6	0.9938
599.8	0.993816
600	0.993833
600.2	0.993849
600.4	0.993865
600.6	0.993882
600.8	0.993898
601	0.993914
601.2	0.99393
601.4	0.993946
601.6	0.993963
601.8	0.993979
602	0.993995
602.2	0.994011
602.4	0.994026
602.6	0.994042
602.8	0.994058
603	0.994074
603.2	0.99409
603.4	0.994105
603.6	0.994121
603.8	0.994137
604	0.994152
604.2	0.994168
604.4	0.994183
604.6	0.994199
604.8	0.994214
605	0.994229
605.2	0.994245
605.4	0.99426
605.6	0.994275
605.8	0.994291
606	0.994306
606.2	0.994321
606.4	0.994336
606.6	0.994351
606.8	0.994366
607	0.994381
607.2	0.994396
607.4	0.994411
607.6	0.994426
607.8	0.99444
608	0.994455
608.2	0.99447
608.4	0.994485
608.6	0.994499
608.8	0.994514
609	0.994529
609.2	0.994543
609.4	0.994558
609.6	0.994572
609.8	0.994586
610	0.994601
610.2	0.994615
610.4	0.994629
610.6	0.994644
610.8	0.994658
611	0.994672
611.2	0.994686
611.4	0.9947
611.6	0.994715
611.8	0.994729
612	0.994743
612.2	0.994757
612.4	0.994771
612.6	0.994784
612.8	0.994798
613	0.994812
613.2	0.994826
613.4	0.99484
613.6	0.994853
613.8	0.994867
614	0.994881
614.2	0.994894
614.4	0.994908
614.6	0.994921
614.8	0.994935
615	0.994948
615.2	0.994962
615.4	0.994975
615.6	0.994989
615.8	0.995002
616	0.995015
616.2	0.995028
616.4	0.995042
616.6	0.995055
616.8	0.995068
617	0.995081
617.2	0.995094
617.4	0.995107
617.6	0.99512
617.8	0.995133
618	0.995146
618.2	0.995159
618.4	0.995172
618.6	0.995185
618.8	0.995198
619	0.99521
619.2	0.995223
619.4	0.995236
619.6	0.995248
619.8	0.995261
620	0.995274
620.2	0.995286
620.4	0.995299
620.6	0.995311
620.8	0.995324
621	0.995336
621.2	0.995349
621.4	0.995361
621.6	0.995373
621.8	0.995386
622	0.995398
622.2	0.99541
622.4	0.995422
622.6	0.995435
622.8	0.995447
623	0.995459
623.2	0.995471
623.4	0.995483
623.6	0.995495
623.8	0.995507
624	0.995519
624.2	0.995531
624.4	0.995543
624.6	0.995555
624.8	0.995566
625	0.995578
625.2	0.99559
625.4	0.995602
625.6	0.995613
625.8	0.995625
626	0.995637
626.2	0.995648
626.4	0.99566
626.6	0.995671
626.8	0.995683
627	0.995694
627.2	0.995706
627.4	0.995717
627.6	0.995729
627.8	0.99574
628	0.995751
628.2	0.995763
628.4	0.995774
628.6	0.995785
628.8	0.995796
629	0.995808
629.2	0.995819
629.4	0.99583
629.6	0.995841
629.8	0.995852
630	0.995863
630.2	0.995874
630.4	0.995885
630.6	0.995896
630.8	0.995907
631	0.995918
631.2	0.995929
631.4	0.99594
631.6	0.99595
631.8	0.995961
632	0.995972
632.2	0.995983
632.4	0.995993
632.6	0.996004
632.8	0.996015
633	0.996025
633.2	0.996036
633.4	0.996046
633.6	0.996057
633.8	0.996067
634	0.996078
634.2	0.996088
634.4	0.996099
634.6	0.996109
634.8	0.996119
635	0.99613
635.2	0.99614
635.4	0.99615
635.6	0.996161
635.8	0.996171
636	0.996181
636.2	0.996191
636.4	0.996201
636.6	0.996211
636.8	0.996221
637	0.996231
637.2	0.996242
637.4	0.996252
637.6	0.996262
637.8	0.996271
638	0.996281
638.2	0.996291
638.4	0.996301
638.6	0.996311
638.8	0.996321
639	0.996331
639.2	0.99634
639.4	0.99635
639.6	0.99636
639.8	0.99637
640	0.996379
640.2	0.996389
640.4	0.996398
640.6	0.996408
640.8	0.996418
641	0.996427
641.2	0.996437
641.4	0.996446
641.6	0.996456
641.8	0.996465
642	0.996474
642.2	0.996484
642.4	0.996493
642.6	0.996503
642.8	0.996512
643	0.996521
643.2	0.99653
643.4	0.99654
643.6	0.996549
643.8	0.996558
644	0.996567
644.2	0.996576
644.4	0.996585
644.6	0.996595
644.8	0.996604
645	0.996613
645.2	0.996622
645.4	0.996631
645.6	0.99664
645.8	0.996649
646	0.996658
646.2	0.996666
646.4	0.996675
646.6	0.996684
646.8	0.996693
647	0.996702
647.2	0.996711
647.4	0.996719
647.6	0.996728
647.8	0.996737
648	0.996746
648.2	0.996754
648.4	0.996763
648.6	0.996771
648.8	0.99678
649	0.996789
649.2	0.996797
649.4	0.996806
649.6	0.996814
649.8	0.996823
650	0.996831
650.2	0.99684
650.4	0.996848
650.6	0.996856
650.8	0.996865
651	0.996873
651.2	0.996881
651.4	0.99689
651.6	0.996898
651.8	0.996906
652	0.996915
652.2	0.996923
652.4	0.996931
652.6	0.996939
652.8	0.996947
653	0.996955
653.2	0.996964
653.4	0.996972
653.6	0.99698
653.8	0.996988
654	0.996996
654.2	0.997004
654.4	0.997012
654.6	0.99702
654.8	0.997028
655	0.997036
655.2	0.997043
655.4	0.997051
655.6	0.997059
655.8	0.997067
656	0.997075
656.2	0.997083
656.4	0.99709
656.6	0.997098
656.8	0.997106
657	0.997114
657.2	0.997121
657.4	0.997129
657.6	0.997137
657.8	0.997144
658	0.997152
658.2	0.997159
658.4	0.997167
658.6	0.997175
658.8	0.997182
659	0.99719
659.2	0.997197
659.4	0.997205
659.6	0.997212
659.8	0.997219
660	0.997227
660.2	0.997234
660.4	0.997242
660.6	0.997249
660.8	0.997256
661	0.997264
661.2	0.997271
661.4	0.997278
661.6	0.997285
661.8	0.997293
662	0.9973
662.2	0.997307
662.4	0.997314
662.6	0.997321
662.8	0.997329
663	0.997336
663.2	0.997343
663.4	0.99735
663.6	0.997357
663.8	0.997364
664	0.997371
664.2	0.997378
664.4	0.997385
664.6	0.997392
664.8	0.997399
665	0.997406
665.2	0.997413
665.4	0.99742
665.6	0.997426
665.8	0.997433
666	0.99744
666.2	0.997447
666.4	0.997454
666.6	0.997461
666.8	0.997467
667	0.997474
667.2	0.997481
667.4	0.997488
667.6	0.997494
667.8	0.997501
668	0.997508
668.2	0.997514
668.4	0.997521
668.6	0.997527
668.8	0.997534
669	0.997541
669.2	0.997547
669.4	0.997554
669.6	0.99756
669.8	0.997567
670	0.997573
670.2	0.99758
670.4	0.997586
670.6	0.997593
670.8	0.997599
671	0.997605
671.2	0.997612
671.4	0.997618
671.6	0.997625
671.8	0.997631
672	0.997637
672.2	0.997643
672.4	0.99765
672.6	0.997656
672.8	0.997662
673	0.997668
673.2	0.997675
673.4	0.997681
673.6	0.997687
673.8	0.997693
674	0.997699
674.2	0.997706
674.4	0.997712
674.6	0.997718
674.8	0.997724
675	0.99773
675.2	0.997736
675.4	0.997742
675.6	0.997748
675.8	0.997754
676	0.99776
676.2	0.997766
676.4	0.997772
676.6	0.997778
676.8	0.997784
677	0.99779
677.2	0.997796
677.4	0.997801
677.6	0.997807
677.8	0.997813
678	0.997819
678.2	0.997825
678.4	0.997831
678.6	0.997836
678.8	0.997842
679	0.997848
679.2	0.997854
679.4	0.997859
679.6	0.997865
679.8	0.997871
680	0.997876
680.2	0.997882
680.4	0.997888
680.6	0.997893
680.8	0.997899
681	0.997905
681.2	0.99791
681.4	0.997916
681.6	0.997921
681.8	0.997927
682	0.997932
682.2	0.997938
682.4	0.997943
682.6	0.997949
682.8	0.997954
683	0.99796
683.2	0.997965
683.4	0.997971
683.6	0.997976
683.8	0.997982
684	0.997987
684.2	0.997992
684.4	0.997998
684.6	0.998003
684.8	0.998008
685	0.998014
685.2	0.998019
685.4	0.998024
685.6	0.998029
685.8	0.998035
686	0.99804
686.2	0.998045
686.4	0.99805
686.6	0.998056
686.8	0.998061
687	0.998066
687.2	0.998071
687.4	0.998076
687.6	0.998081
687.8	0.998086
688	0.998092
688.2	0.998097
688.4	0.998102
688.6	0.998107
688.8	0.998112
689	0.998117
689.2	0.998122
689.4	0.998127
689.6	0.998132
689.8	0.998137
690	0.998142
690.2	0.998147
690.4	0.998152
690.6	0.998157
690.8	0.998162
691	0.998167
691.2	0.998171
691.4	0.998176
691.6	0.998181
691.8	0.998186
692	0.998191
692.2	0.998196
692.4	0.9982
692.6	0.998205
692.8	0.99821
693	0.998215
693.2	0.99822
693.4	0.998224
693.6	0.998229
693.8	0.998234
694	0.998239
694.2	0.998243
694.4	0.998248
694.6	0.998253
694.8	0.998257
695	0.998262
695.2	0.998267
695.4	0.998271
695.6	0.998276
695.8	0.99828
696	0.998285
696.2	0.99829
696.4	0.998294
696.6	0.998299
696.8	0.998303
697	0.998308
697.2	0.998312
697.4	0.998317
697.6	0.998321
697.8	0.998326
698	0.99833
698.2	0.998335
698.4	0.998339
698.6	0.998343
698.8	0.998348
699	0.998352
699.2	0.998357
699.4	0.998361
699.6	0.998365
699.8	0.99837
700	0.998374
700.2	0.998379
700.4	0.998383
700.6	0.998387
700.8	0.998391
701	0.998396
701.2	0.9984
701.4	0.998404
701.6	0.998409
701.8	0.998413
702	0.998417
702.2	0.998421
702.4	0.998425
702.6	0.99843
702.8	0.998434
703	0.998438
703.2	0.998442
703.4	0.998446
703.6	0.99845
703.8	0.998455
704	0.998459
704.2	0.998463
704.4	0.998467
704.6	0.998471
704.8	0.998475
705	0.998479
705.2	0.998483
705.4	0.998487
705.6	0.998491
705.8	0.998495
706	0.998499
706.2	0.998503
706.4	0.998507
706.6	0.998511
706.8	0.998515
707	0.998519
707.2	0.998523
707.4	0.998527
707.6	0.998531
707.8	0.998535
708	0.998539
708.2	0.998543
708.4	0.998547
708.6	0.998551
708.8	0.998554
709	0.998558
709.2	0.998562
709.4	0.998566
709.6	0.99857
709.8	0.998574
710	0.998577
710.2	0.998581
710.4	0.998585
710.6	0.998589
710.8	0.998593
711	0.998596
711.2	0.9986
711.4	0.998604
711.6	0.998608
711.8	0.998611
712	0.998615
712.2	0.998619
712.4	0.998622
712.6	0.998626
712.8	0.99863
713	0.998633
713.2	0.998637
713.4	0.998641
713.6	0.998644
713.8	0.998648
714	0.998651
714.2	0.998655
714.4	0.998659
714.6	0.998662
714.8	0.998666
715	0.998669
715.2	0.998673
715.4	0.998676
715.6	0.99868
715.8	0.998684
716	0.998687
716.2	0.998691
716.4	0.998694
716.6	0.998698
716.8	0.998701
717	0.998704
717.2	0.998708
717.4	0.998711
717.6	0.998715
717.8	0.998718
718	0.998722
718.2	0.998725
718.4	0.998728
718.6	0.998732
718.8	0.998735
719	0.998739
719.2	0.998742
719.4	0.998745
719.6	0.998749
719.8	0.998752
720	0.998755
720.2	0.998759
720.4	0.998762
720.6	0.998765
720.8	0.998769
721	0.998772
721.2	0.998775
721.4	0.998778
721.6	0.998782
721.8	0.998785
722	0.998788
722.2	0.998791
722.4	0.998795
722.6	0.998798
722.8	0.998801
723	0.998804
723.2	0.998807
723.4	0.998811
723.6	0.998814
723.8	0.998817
724	0.99882
724.2	0.998823
724.4	0.998826
724.6	0.99883
724.8	0.998833
725	0.998836
725.2	0.998839
725.4	0.998842
725.6	0.998845
725.8	0.998848
726	0.998851
726.2	0.998854
726.4	0.998857
726.6	0.99886
726.8	0.998863
727	0.998867
727.2	0.99887
727.4	0.998873
727.6	0.998876
727.8	0.998879
728	0.998882
728.2	0.998885
728.4	0.998888
728.6	0.99889
728.8	0.998893
729	0.998896
729.2	0.998899
729.4	0.998902
729.6	0.998905
729.8	0.998908
730	0.998911
730.2	0.998914
730.4	0.998917
730.6	0.99892
730.8	0.998923
731	0.998926
731.2	0.998928
731.4	0.998931
731.6	0.998934
731.8	0.998937
732	0.99894
732.2	0.998943
732.4	0.998945
732.6	0.998948
732.8	0.998951
733	0.998954
733.2	0.998957
733.4	0.998959
733.6	0.998962
733.8	0.998965
734	0.998968
734.2	0.99897
734.4	0.998973
734.6	0.998976
734.8	0.998979
735	0.998981
735.2	0.998984
735.4	0.998987
735.6	0.99899
735.8	0.998992
736	0.998995
736.2	0.998998
736.4	0.999
736.6	0.999003
736.8	0.999006
737	0.999008
737.2	0.999011
737.4	0.999014
737.6	0.999016
737.8	0.999019
738	0.999021
738.2	0.999024
738.4	0.999027
738.6	0.999029
738.8	0.999032
739	0.999034
739.2	0.999037
739.4	0.99904
739.6	0.999042
739.8	0.999045
740	0.999047
740.2	0.99905
740.4	0.999052
740.6	0.999055
740.8	0.999057
741	0.99906
741.2	0.999062
741.4	0.999065
741.6	0.999067
741.8	0.99907
742	0.999072
742.2	0.999075
742.4	0.999077
742.6	0.99908
742.8	0.999082
743	0.999085
743.2	0.999087
743.4	0.99909
743.6	0.999092
743.8	0.999094
744	0.999097
744.2	0.999099
744.4	0.999102
744.6	0.999104
744.8	0.999106
745	0.999109
745.2	0.999111
745.4	0.999114
745.6	0.999116
745.8	0.999118
746	0.999121
746.2	0.999123
746.4	0.999125
746.6	0.999128
746.8	0.99913
747	0.999132
747.2	0.999135
747.4	0.999137
747.6	0.999139
747.8	0.999142
748	0.999144
748.2	0.999146
748.4	0.999148
748.6	0.999151
748.8	0.999153
749	0.999155
749.2	0.999158
749.4	0.99916
749.6	0.999162
749.8	0.999164
750	0.999166
750.2	0.999169
750.4	0.999171
750.6	0.999173
750.8	0.999175
751	0.999178
751.2	0.99918
751.4	0.999182
751.6	0.999184
751.8	0.999186
752	0.999188
752.2	0.999191
752.4	0.999193
752.6	0.999195
752.8	0.999197
753	0.999199
753.2	0.999201
753.4	0.999204
753.6	0.999206
753.8	0.999208
754	0.99921
754.2	0.999212
754.4	0.999214
754.6	0.999216
754.8	0.999218
755	0.99922
755.2	0.999222
755.4	0.999225
755.6	0.999227
755.8	0.999229
756	0.999231
756.2	0.999233
756.4	0.999235
756.6	0.999237
756.8	0.999239
757	0.999241
757.2	0.999243
757.4	0.999245
757.6	0.999247
757.8	0.999249
758	0.999251
758.2	0.999253
758.4	0.999255
758.6	0.999257
758.8	0.999259
759	0.999261
759.2	0.999263
759.4	0.999265
759.6	0.999267
759.8	0.999269
760	0.999271
760.2	0.999273
760.4	0.999275
760.6	0.999277
760.8	0.999279
761	0.99928
761.2	0.999282
761.4	0.999284
761.6	0.999286
761.8	0.999288
762	0.99929
762.2	0.999292
762.4	0.999294
762.6	0.999296
762.8	0.999298
763	0.999299
763.2	0.999301
763.4	0.999303
763.6	0.999305
763.8	0.999307
764	0.999309
764.2	0.999311
764.4	0.999312
764.6	0.999314
764.8	0.999316
765	0.999318
765.2	0.99932
765.4	0.999322
765.6	0.999323
765.8	0.999325
766	0.999327
766.2	0.999329
766.4	0.999331
766.6	0.999332
766.8	0.999334
767	0.999336
767.2	0.999338
767.4	0.999339
767.6	0.999341
767.8	0.999343
768	0.999345
768.2	0.999346
768.4	0.999348
768.6	0.99935
768.8	0.999352
769	0.999353
769.2	0.999355
769.4	0.999357
769.6	0.999359
769.8	0.99936
770	0.999362
770.2	0.999364
770.4	0.999365
770.6	0.999367
770.8	0.999369
771	0.99937
771.2	0.999372
771.4	0.999374
771.6	0.999376
771.8	0.999377
772	0.999379
772.2	0.999381
772.4	0.999382
772.6	0.999384
772.8	0.999385
773	0.999387
773.2	0.999389
773.4	0.99939
773.6	0.999392
773.8	0.999394
774	0.999395
774.2	0.999397
774.4	0.999398
774.6	0.9994
774.8	0.999402
775	0.999403
775.2	0.999405
775.4	0.999406
775.6	0.999408
775.8	0.99941
776	0.999411
776.2	0.999413
776.4	0.999414
776.6	0.999416
776.8	0.999417
777	0.999419
777.2	0.999421
777.4	0.999422
777.6	0.999424
777.8	0.999425
778	0.999427
778.2	0.999428
778.4	0.99943
778.6	0.999431
778.8	0.999433
779	0.999434
779.2	0.999436
779.4	0.999437
779.6	0.999439
779.8	0.99944
780	0.999442
780.2	0.999443
780.4	0.999445
780.6	0.999446
780.8	0.999448
781	0.999449
781.2	0.999451
781.4	0.999452
781.6	0.999454
781.8	0.999455
782	0.999457
782.2	0.999458
782.4	0.999459
782.6	0.999461
782.8	0.999462
783	0.999464
783.2	0.999465
783.4	0.999467
783.6	0.999468
783.8	0.99947
784	0.999471
784.2	0.999472
784.4	0.999474
784.6	0.999475
784.8	0.999477
785	0.999478
785.2	0.999479
785.4	0.999481
785.6	0.999482
785.8	0.999484
786	0.999485
786.2	0.999486
786.4	0.999488
786.6	0.999489
786.8	0.99949
787	0.999492
787.2	0.999493
787.4	0.999494
787.6	0.999496
787.8	0.999497
788	0.999498
788.2	0.9995
788.4	0.999501
788.6	0.999502
788.8	0.999504
789	0.999505
789.2	0.999506
789.4	0.999508
789.6	0.999509
789.8	0.99951
790	0.999512
790.2	0.999513
790.4	0.999514
790.6	0.999516
790.8	0.999517
791	0.999518
791.2	0.999519
791.4	0.999521
791.6	0.999522
791.8	0.999523
792	0.999525
792.2	0.999526
792.4	0.999527
792.6	0.999528
792.8	0.99953
793	0.999531
793.2	0.999532
793.4	0.999533
793.6	0.999535
793.8	0.999536
794	0.999537
794.2	0.999538
794.4	0.99954
794.6	0.999541
794.8	0.999542
795	0.999543
795.2	0.999545
795.4	0.999546
795.6	0.999547
795.8	0.999548
796	0.999549
796.2	0.999551
796.4	0.999552
796.6	0.999553
796.8	0.999554
797	0.999555
797.2	0.999557
797.4	0.999558
797.6	0.999559
797.8	0.99956
798	0.999561
798.2	0.999562
798.4	0.999564
798.6	0.999565
798.8	0.999566
799	0.999567
799.2	0.999568
799.4	0.999569
799.6	0.999571
799.8	0.999572
800	0.999573
800.2	0.999574
800.4	0.999575
800.6	0.999576
800.8	0.999577
801	0.999579
801.2	0.99958
801.4	0.999581
801.6	0.999582
801.8	0.999583
802	0.999584
802.2	0.999585
802.4	0.999586
802.6	0.999587
802.8	0.999589
803	0.99959
803.2	0.999591
803.4	0.999592
803.6	0.999593
803.8	0.999594
804	0.999595
804.2	0.999596
804.4	0.999597
804.6	0.999598
804.8	0.999599
805	0.9996
805.2	0.999602
805.4	0.999603
805.6	0.999604
805.8	0.999605
806	0.999606
806.2	0.999607
806.4	0.999608
806.6	0.999609
806.8	0.99961
807	0.999611
807.2	0.999612
807.4	0.999613
807.6	0.999614
807.8	0.999615
808	0.999616
808.2	0.999617
808.4	0.999618
808.6	0.999619
808.8	0.99962
809	0.999621
809.2	0.999622
809.4	0.999623
809.6	0.999624
809.8	0.999625
810	0.999626
810.2	0.999627
810.4	0.999628
810.6	0.999629
810.8	0.99963
811	0.999631
811.2	0.999632
811.4	0.999633
811.6	0.999634
811.8	0.999635
812	0.999636
812.2	0.999637
812.4	0.999638
812.6	0.999639
812.8	0.99964
813	0.999641
813.2	0.999642
813.4	0.999643
813.6	0.999644
813.8	0.999645
814	0.999646
814.2	0.999647
814.4	0.999648
814.6	0.999649
814.8	0.99965
815	0.99965
815.2	0.999651
815.4	0.999652
815.6	0.999653
815.8	0.999654
816	0.999655
816.2	0.999656
816.4	0.999657
816.6	0.999658
816.8	0.999659
817	0.99966
817.2	0.999661
817.4	0.999662
817.6	0.999662
817.8	0.999663
818	0.999664
818.2	0.999665
818.4	0.999666
818.6	0.999667
818.8	0.999668
819	0.999669
819.2	0.99967
819.4	0.99967
819.6	0.999671
819.8	0.999672
820	0.999673
820.2	0.999674
820.4	0.999675
820.6	0.999676
820.8	0.999677
821	0.999677
821.2	0.999678
821.4	0.999679
821.6	0.99968
821.8	0.999681
822	0.999682
822.2	0.999683
822.4	0.999683
822.6	0.999684
822.8	0.999685
823	0.999686
823.2	0.999687
823.4	0.999688
823.6	0.999688
823.8	0.999689
824	0.99969
824.2	0.999691
824.4	0.999692
824.6	0.999693
824.8	0.999693
825	0.999694
825.2	0.999695
825.4	0.999696
825.6	0.999697
825.8	0.999697
826	0.999698
826.2	0.999699
826.4	0.9997
826.6	0.999701
826.8	0.999701
827	0.999702
827.2	0.999703
827.4	0.999704
827.6	0.999705
827.8	0.999705
828	0.999706
828.2	0.999707
828.4	0.999708
828.6	0.999709
828.8	0.999709
829	0.99971
829.2	0.999711
829.4	0.999712
829.6	0.999712
829.8	0.999713
830	0.999714
830.2	0.999715
830.4	0.999716
830.6	0.999716
830.8	0.999717
831	0.999718
831.2	0.999719
831.4	0.999719
831.6	0.99972
831.8	0.999721
832	0.999722
832.2	0.999722
832.4	0.999723
832.6	0.999724
832.8	0.999725
833	0.999725
833.2	0.999726
833.4	0.999727
833.6	0.999727
833.8	0.999728
834	0.999729
834.2	0.99973
834.4	0.99973
834.6	0.999731
834.8	0.999732
835	0.999733
835.2	0.999733
835.4	0.999734
835.6	0.999735
835.8	0.999735
836	0.999736
836.2	0.999737
836.4	0.999737
836.6	0.999738
836.8	0.999739
837	0.99974
837.2	0.99974
837.4	0.999741
837.6	0.999742
837.8	0.999742
838	0.999743
838.2	0.999744
838.4	0.999744
838.6	0.999745
838.8	0.999746
839	0.999746
839.2	0.999747
839.4	0.999748
839.6	0.999748
839.8	0.999749
840	0.99975
840.2	0.99975
840.4	0.999751
840.6	0.999752
840.8	0.999752
841	0.999753
841.2	0.999754
841.4	0.999754
841.6	0.999755
